"001","01","Balkh",NULL
"001","02","Herat",NULL
"001","03","Kabol",NULL
"001","04","Qandahar",NULL
"003","01","Tirana",NULL
"004","01","Alger",NULL
"004","02","Annaba",NULL
"004","03","Batna",NULL
"004","04","BÚchar",NULL
"004","05","BÚja´a",NULL
"004","06","Biskra",NULL
"004","07","Blida",NULL
"004","08","Chlef",NULL
"004","09","Constantine",NULL
"004","10","Gharda´a",NULL
"004","11","Mostaganem",NULL
"004","12","Oran",NULL
"004","13","SÚtif",NULL
"004","14","Sidi Bel AbbÞs",NULL
"004","15","Skikda",NULL
"004","16","TÚbessa",NULL
"004","17","Tiaret",NULL
"004","18","Tlemcen",NULL
"005","01","Tutuila",NULL
"006","01","Andorra la Vella",NULL
"007","01","Benguela",NULL
"007","02","Huambo",NULL
"007","03","Luanda",NULL
"007","04","Namibe",NULL
"008","01","South Hill",NULL
"008","02","The Valley",NULL
"008","03","Oranjestad",NULL
"008","04","NoumÚa",NULL
"008","05","CittÓ del Vaticano",NULL
"008","06","Singapore",NULL
"008","07","Monte-Carlo",NULL
"008","08","Monaco-Ville",NULL
"008","09","Yangor",NULL
"008","10","Yaren",NULL
"008","11","Alofi",NULL
"008","12","Kingston",NULL
"008","13","Adamstown",NULL
"008","14","Flying Fish Cove",NULL
"008","15","Gibraltar",NULL
"008","16","Tamuning",NULL
"008","17","Aga±a",NULL
"008","18","Douglas",NULL
"010","01","St John",NULL
"011","01","Buenos Aires",NULL
"011","02","Catamarca",NULL
"011","03","Chaco",NULL
"011","04","Chubut",NULL
"011","05","C¾rdoba",NULL
"011","06","Corrientes",NULL
"011","07","Distrito Federal",NULL
"011","08","Entre Rios",NULL
"011","09","Formosa",NULL
"011","10","Jujuy",NULL
"011","11","La Rioja",NULL
"011","12","Mendoza",NULL
"011","13","Misiones",NULL
"011","14","NeuquÚn",NULL
"011","15","Salta",NULL
"011","16","San Juan",NULL
"011","17","San Luis",NULL
"011","18","Santa FÚ",NULL
"011","19","Santiago del Estero",NULL
"011","20","Tucumßn",NULL
"012","01","Lori",NULL
"012","02","èirak",NULL
"012","03","Yerevan",NULL
"015","01","Capital Region",NULL
"015","02","New South Wales",NULL
"015","03","Queensland",NULL
"015","04","South Australia",NULL
"015","05","Tasmania",NULL
"015","06","Victoria",NULL
"015","07","West Australia",NULL
"016","01","Kõrnten",NULL
"016","02","North Austria",NULL
"016","03","Salzburg",NULL
"016","04","Steiermark",NULL
"016","05","Tiroli",NULL
"016","06","Wien",NULL
"017","01","Baki",NULL
"017","02","Gõncõ",NULL
"017","03","Mingõþevir",NULL
"017","04","Sumqayit",NULL
"018","01","New Providence",NULL
"019","01","al-Manama",NULL
"020","01","Barisal",NULL
"020","02","Chittagong",NULL
"020","03","Dhaka",NULL
"020","04","Khulna",NULL
"020","05","Rajshahi",NULL
"020","06","Sylhet",NULL
"021","01","St Michael",NULL
"023","01","Brest",NULL
"023","02","Gomel",NULL
"023","03","Grodno",NULL
"023","04","Horad Minsk",NULL
"023","05","Minsk",NULL
"023","06","Mogiljov",NULL
"023","07","Vitebsk",NULL
"024","01","Antwerpen",NULL
"024","02","Bryssel",NULL
"024","03","East Flanderi",NULL
"024","04","Hainaut",NULL
"024","05","LiÞge",NULL
"024","06","Namur",NULL
"024","07","West Flanderi",NULL
"025","01","Belize City",NULL
"025","02","Cayo",NULL
"026","01","Atacora",NULL
"026","02","Atlantique",NULL
"026","03","Borgou",NULL
"026","04","OuÚmÚ",NULL
"027","01","Hamilton",NULL
"027","02","Saint George¦s",NULL
"028","01","Thimphu",NULL
"029","01","Chuquisaca",NULL
"029","02","Cochabamba",NULL
"029","03","La Paz",NULL
"029","04","Oruro",NULL
"029","05","PotosÝ",NULL
"029","06","Santa Cruz",NULL
"029","07","Tarija",NULL
"030","01","Federaatio",NULL
"030","02","Republika Srpska",NULL
"031","01","Francistown",NULL
"031","02","Gaborone",NULL
"033","01","Acre",NULL
"033","02","Alagoas",NULL
"033","03","Amapß",NULL
"033","04","Amazonas",NULL
"033","05","Bahia",NULL
"033","06","Cearß",NULL
"033","07","Distrito Federal",NULL
"033","08","EspÝrito Santo",NULL
"033","09","Goißs",NULL
"033","10","MaranhÒo",NULL
"033","11","Mato Grosso",NULL
"033","12","Mato Grosso do Sul",NULL
"033","13","Minas Gerais",NULL
"033","14","Parß",NULL
"033","15","ParaÝba",NULL
"033","16","Paranß",NULL
"033","17","Pernambuco",NULL
"033","18","PiauÝ",NULL
"033","19","Rio de Janeiro",NULL
"033","20","Rio Grande do Norte",NULL
"033","21","Rio Grande do Sul",NULL
"033","22","Rond¶nia",NULL
"033","23","Roraima",NULL
"033","24","Santa Catarina",NULL
"033","25","SÒo Paulo",NULL
"033","26","Sergipe",NULL
"033","27","Tocantins",NULL
"036","01","Brunei and Muara",NULL
"037","01","Burgas",NULL
"037","02","Grad Sofija",NULL
"037","03","Haskovo",NULL
"037","04","Lovec",NULL
"037","05","Plovdiv",NULL
"037","06","Ruse",NULL
"037","07","Varna",NULL
"038","01","BoulkiemdÚ",NULL
"038","02","Houet",NULL
"038","03","Kadiogo",NULL
"039","01","Irrawaddy [Ayeyarwad",NULL
"039","02","Magwe [Magway]",NULL
"039","03","Mandalay",NULL
"039","04","Mon",NULL
"039","05","Pegu [Bago]",NULL
"039","06","Rakhine",NULL
"039","07","Rangoon [Yangon]",NULL
"039","08","Sagaing",NULL
"039","09","Shan",NULL
"039","10","Tenasserim [Tanintha",NULL
"040","01","Bujumbura",NULL
"041","01","Battambang",NULL
"041","02","Phnom Penh",NULL
"041","03","Siem Reap",NULL
"042","01","Centre",NULL
"042","02","ExtrÛme-Nord",NULL
"042","03","Littoral",NULL
"042","04","Nord",NULL
"042","05","Nord-Ouest",NULL
"042","06","Ouest",NULL
"043","01","Alberta",NULL
"043","02","British Colombia",NULL
"043","03","Manitoba",NULL
"043","04","Newfoundland",NULL
"043","05","Nova Scotia",NULL
"043","06","Ontario",NULL
"043","07","QuÚbec",NULL
"043","08","Saskatchewan",NULL
"044","01","SÒo Tiago",NULL
"045","01","Grand Cayman",NULL
"046","01","Bangui",NULL
"047","01","Chari-Baguirmi",NULL
"047","02","Logone Occidental",NULL
"048","01","Antofagasta",NULL
"048","02","Atacama",NULL
"048","03","BÝobÝo",NULL
"048","04","Coquimbo",NULL
"048","05","La AraucanÝa",NULL
"048","06","Los Lagos",NULL
"048","07","Magallanes",NULL
"048","08","Maule",NULL
"048","09","O¦Higgins",NULL
"048","10","Santiago",NULL
"048","11","Tarapacß",NULL
"048","12","ValparaÝso",NULL
"049","01","Anhui",NULL
"049","02","Chongqing",NULL
"049","03","Fujian",NULL
"049","04","Gansu",NULL
"049","05","Guangdong",NULL
"049","06","Guangxi",NULL
